userId,followerid
1,3937
1,3938
1,3939
1,3940
1,3941
1,3942
1,3943
1,3944
1,3945
2,235
2,236
2,237
2,238
2,239
2,240
2,241
2,242
2,243
3,324
3,325
3,326
3,327
3,328
3,329
3,330
3,331
3,332
4,502
4,503
4,504
4,505
4,506
4,507
4,508
4,509
4,510
5,4691
5,4692
5,4693
5,4694
5,4695
5,4696
5,4697
5,4698
5,4699
6,2826
6,2827
6,2828
6,2829
6,2830
6,2831
6,2832
6,2833
6,2834
7,1516
7,1517
7,1518
7,1519
7,1520
7,1521
7,1522
7,1523
7,1524
8,4863
8,4864
8,4865
8,4866
8,4867
8,4868
8,4869
8,4870
8,4871
9,446
9,447
9,448
9,449
9,450
9,451
9,452
9,453
9,454
10,837
10,838
10,839
10,840
10,841
10,842
10,843
10,844
10,845
11,3310
11,3311
11,3312
11,3313
11,3314
11,3315
11,3316
11,3317
11,3318
12,919
12,920
12,921
12,922
12,923
12,924
12,925
12,926
12,927
13,1191
13,1192
13,1193
13,1194
13,1195
13,1196
13,1197
13,1198
13,1199
14,2514
14,2515
14,2516
14,2517
14,2518
14,2519
14,2520
14,2521
14,2522
15,671
15,672
15,673
15,674
15,675
15,676
15,677
15,678
15,679
16,1174
16,1175
16,1176
16,1177
16,1178
16,1179
16,1180
16,1181
16,1182
17,3049
17,3050
17,3051
17,3052
17,3053
17,3054
17,3055
17,3056
17,3057
18,1932
18,1933
18,1934
18,1935
18,1936
18,1937
18,1938
18,1939
18,1940
19,267
19,268
19,269
19,270
19,271
19,272
19,273
19,274
19,275
20,1645
20,1646
20,1647
20,1648
20,1649
20,1650
20,1651
20,1652
20,1653
21,2906
21,2907
21,2908
21,2909
21,2910
21,2911
21,2912
21,2913
21,2914
22,2436
22,2437
22,2438
22,2439
22,2440
22,2441
22,2442
22,2443
22,2444
23,4534
23,4535
23,4536
23,4537
23,4538
23,4539
23,4540
23,4541
23,4542
24,3762
24,3763
24,3764
24,3765
24,3766
24,3767
24,3768
24,3769
24,3770
25,2508
25,2509
25,2510
25,2511
25,2512
25,2513
25,2514
25,2515
25,2516
26,938
26,939
26,940
26,941
26,942
26,943
26,944
26,945
26,946
27,3346
27,3347
27,3348
27,3349
27,3350
27,3351
27,3352
27,3353
27,3354
28,2630
28,2631
28,2632
28,2633
28,2634
28,2635
28,2636
28,2637
28,2638
29,4332
29,4333
29,4334
29,4335
29,4336
29,4337
29,4338
29,4339
29,4340
30,4271
30,4272
30,4273
30,4274
30,4275
30,4276
30,4277
30,4278
30,4279
31,3933
31,3934
31,3935
31,3936
31,3937
31,3938
31,3939
31,3940
31,3941
32,2777
32,2778
32,2779
32,2780
32,2781
32,2782
32,2783
32,2784
32,2785
33,4506
33,4507
33,4508
33,4509
33,4510
33,4511
33,4512
33,4513
33,4514
34,4257
34,4258
34,4259
34,4260
34,4261
34,4262
34,4263
34,4264
34,4265
35,3279
35,3280
35,3281
35,3282
35,3283
35,3284
35,3285
35,3286
35,3287
36,3705
36,3706
36,3707
36,3708
36,3709
36,3710
36,3711
36,3712
36,3713
37,1590
37,1591
37,1592
37,1593
37,1594
37,1595
37,1596
37,1597
37,1598
38,4794
38,4795
38,4796
38,4797
38,4798
38,4799
38,4800
38,4801
38,4802
39,3075
39,3076
39,3077
39,3078
39,3079
39,3080
39,3081
39,3082
39,3083
40,2036
40,2037
40,2038
40,2039
40,2040
40,2041
40,2042
40,2043
40,2044
41,139
41,140
41,141
41,142
41,143
41,144
41,145
41,146
41,147
42,893
42,894
42,895
42,896
42,897
42,898
42,899
42,900
42,901
43,2955
43,2956
43,2957
43,2958
43,2959
43,2960
43,2961
43,2962
43,2963
44,1329
44,1330
44,1331
44,1332
44,1333
44,1334
44,1335
44,1336
44,1337
45,3406
45,3407
45,3408
45,3409
45,3410
45,3411
45,3412
45,3413
45,3414
46,3626
46,3627
46,3628
46,3629
46,3630
46,3631
46,3632
46,3633
46,3634
47,2502
47,2503
47,2504
47,2505
47,2506
47,2507
47,2508
47,2509
47,2510
48,963
48,964
48,965
48,966
48,967
48,968
48,969
48,970
48,971
49,65
49,66
49,67
49,68
49,69
49,70
49,71
49,72
49,73
50,2769
50,2770
50,2771
50,2772
50,2773
50,2774
50,2775
50,2776
50,2777
51,2607
51,2608
51,2609
51,2610
51,2611
51,2612
51,2613
51,2614
51,2615
52,2971
52,2972
52,2973
52,2974
52,2975
52,2976
52,2977
52,2978
52,2979
53,5205
53,5206
53,5207
53,5208
53,5209
53,5210
53,5211
53,5212
53,5213
54,1649
54,1650
54,1651
54,1652
54,1653
54,1654
54,1655
54,1656
54,1657
55,1240
55,1241
55,1242
55,1243
55,1244
55,1245
55,1246
55,1247
55,1248
56,2220
56,2221
56,2222
56,2223
56,2224
56,2225
56,2226
56,2227
56,2228
57,2586
57,2587
57,2588
57,2589
57,2590
57,2591
57,2592
57,2593
57,2594
